ability_id,dname,behavior,desc
5472,keeper_of_the_light_mana_leak,['Unit Target'],"Weakens an enemy's magical essence, causing them to lose mana as they move.  If the enemy loses all of its mana, it will be stunned."
7316,keeper_of_the_light_will_o_wisp,"['Point Target', 'AOE']","Summons Ignis Fatuus at the targeted area. Alternates on and off every second. When active, it causes all enemies near it to stare hypnotized at it. Can be attacked by units outside of the radius, dies after a certain number of attacks."
5473,keeper_of_the_light_chakra_magic,['Unit Target'],Restores mana to the target unit and reduces cooldowns of all abilities currently on cooldowns by a fixed amount.
5501,keeper_of_the_light_empty1,"['Passive', None]",
5502,keeper_of_the_light_empty2,"['Passive', None]",
5474,keeper_of_the_light_spirit_form,['No Target'],"Ezalor temporarily turns his body luminescent, gaining various abilities.  Illuminate is now channeled by a separate spirit, and gains the Blinding Light and Recall abilities.

Upgradable by Aghanim's Scepter."
5475,keeper_of_the_light_recall,"['Point Target', 'Channeled', 'Unit Target', 'No Target', None, None]","After a short delay, teleports the targeted friendly hero to your location.  If the targeted friendly hero takes player based damage during this time, the ability is interrupted."
5476,keeper_of_the_light_blinding_light,"['AOE', 'Point Target']","A blinding light flashes over the targeted area, knocking back and blinding the units in the area, causing them to miss attacks."
5477,keeper_of_the_light_illuminate_end,"['No Target', None, 'Hidden']",Release the channel early.
5479,keeper_of_the_light_spirit_form_illuminate,"['Point Target', 'Hidden', None]","Channels light energy, building power the longer it's channeled.  Once released, a wave is sent forth that deals damage and gives vision in its path.  The longer it is channeled, the more damage is dealt.

Upgradable by Aghanim's Scepter."
5503,keeper_of_the_light_spirit_form_illuminate_end,"['No Target', None, 'Hidden']",Release the channel early.
5480,visage_grave_chill,['Unit Target'],"Visage drains the movement and attack speed of the targeted unit, gaining it for itself."
5481,visage_soul_assumption,['Unit Target'],"Visage gathers charges of soul essence each time nearby heroes take more than 110 damage. When the essence is released, it deals base damage as well as damage for each gathered soul charge."
5482,visage_gravekeepers_cloak,['Passive'],"Visage generates a layered barrier that protects him from damage.  If he receives damage from a player, one layer is removed, and takes time to recover."
5483,visage_summon_familiars,"['No Target', 'Instant Cast']","Conjures two blind Familiars to fight for Visage.  Familiars possess the Stone Form ability, that allows them to turn into stone, stunning enemies upon landing.  While in Stone Form, Familiars are invulnerable, and rapidly regenerate their health.  Familiars grant high bounty when killed.

Upgradable by Aghanim's Scepter."
7116,visage_stone_form_self_cast,"[None, 'No Target', 'Instant Cast', None]","After a short delay, the Familiar turns into stone and smashes into the ground, stunning and damaging all targets in the area.  The Familiar becomes invulnerable, and will regain its health very rapidly.  After 6 seconds, the Familiar will automatically leave Stone Form."
5484,visage_summon_familiars_stone_form,"['No Target', 'AOE']","After a short delay, the Familiar turns into stone and smashes into the ground, stunning and damaging all targets in the area.  The Familiar becomes invulnerable, and will regain its health very rapidly.  After 6 seconds, the Familiar will automatically leave Stone Form."
5485,wisp_tether,['Unit Target'],"Tethers Io to an allied unit, granting bonus movement speed to both. When Io restores health or mana, tethered units target gains a larger portion of that amount. The tether breaks when the allied unit moves too far away, or Io cancels the tether."
5486,wisp_spirits,"['No Target', 'Instant Cast']","Summon five particle spirits that dance in a circle around Io. If a particle collides with an enemy hero, it explodes, damaging and slowing all enemy units in an area around it.  Creeps take minor damage from touching a particle spirit, but do not cause them to explode.  When its duration ends, any remaining Spirits explode."
5487,wisp_overcharge,"['No Target', 'Instant Cast']","Io gains bonus attack speed and damage reduction.  If Io is Tethered to an ally, that unit also gains the bonuses."
5488,wisp_relocate,['Point Target'],Teleports Io and any tethered ally to any location. After the spell expires Io and any tethered ally will return to their original location. Double-click to teleport to your team's base fountain.
5489,wisp_tether_break,"['Hidden', 'No Target']",Break the link to the tethered unit.
5490,wisp_spirits_in,"['No Target', 'Instant Cast', None, None, 'Hidden', None]",Calls the spirits in and out.
5493,wisp_spirits_out,"['No Target', 'Instant Cast', None, None]",Sends the spirits farther away from you. Can be toggled on and off.
5494,slark_dark_pact,"['No Target', 'Instant Cast']","After a short delay, Slark sacrifices some of his life blood, purging most negative debuffs and dealing damage to enemy units around him and to himself.  Slark only takes 50% of the damage.

DISPEL TYPE: Strong Dispel"
5495,slark_pounce,['No Target'],"Slark leaps forward, grabbing the first hero he connects with.  That unit is leashed, and can only move a limited distance away from Slark's landing position."
5496,slark_essence_shift,['Passive'],"Slark steals the life essence of enemy heroes with his attacks, draining each of their attributes and converting them to bonus Agility. If Slark kills an affected enemy hero, he permanently steals 1 Agility."
5497,slark_shadow_dance,"['Instant Cast', 'No Target']","When used, Slark hides himself in a cloud of shadows, becoming immune to detection. Attacking, casting spells, and using items will not reveal Slark.  Passively, when not visible to the enemy team, Slark gains bonus movement speed and health regeneration.

Upgradable by Aghanim's Scepter."
5504,medusa_split_shot,['Passive'],"Medusa magically splits her shot into several arrows. These arrows deal a lower percent of her normal damage.

The extra targets will not receive other attack effects (such as critical strike)."
5505,medusa_mystic_snake,['Unit Target'],"A mystic snake made of energy jumps from target to target dealing damage and stealing mana. After it reaches its last target, it returns to Medusa to replenish her with mana. The snake deals more damage per jump and steals 11,14,17,20% of the targets' total mana. Deals Pure damage to units petrified by Stone Gaze.

Upgradable by Aghanim's Scepter."
5506,medusa_mana_shield,"['No Target', 'Instant Cast']",Creates a shield that absorbs 60% of the incoming damage in exchange for Medusa's mana.
5507,medusa_stone_gaze,['No Target'],"Any enemy units looking at Medusa will have their movement and attack speed slowed.  If 2 seconds of total time is accumulated looking at Medusa while Stone Gaze is active, that unit will turn to stone.  Petrified units are stunned, and take bonus physical damage."
5508,troll_warlord_berserkers_rage,"['No Target', 'Instant Cast']","While active, Troll Warlord swaps from using ranged to melee attacks. Melee attacks have a chance to ensnare, preventing the target from moving or using mobility spells. Berserker's Rage also grants additional movement speed, armor, and increased attack speed.

Whirling Axes has different functionality while Berserker's Rage is active."
5509,troll_warlord_whirling_axes_ranged,"['Unit Target', 'Point Target']","Troll hurls a fistful of five axes in a cone shape over 900 range, slowing and damaging enemy units."
5510,troll_warlord_whirling_axes_melee,"['No Target', 'Instant Cast']","Troll hurls two axes around him in a close range area of effect, damaging enemy units and causing them to miss some attacks."
5511,troll_warlord_fervor,['Passive'],"With each continuous blow on the same target, Troll gains increased attack speed.  If Troll changes targets, the stacks drop to zero."
5512,troll_warlord_battle_trance,"['No Target', 'Instant Cast']","Troll unleashes a powerful battle trance, that forces you to continuously attack the closest enemy unit within 900 range, prioritizing heroes. Damage does not kill you during this mode. Grants you bonus lifesteal, attack speed and movement speed. Applies a Basic Dispel. "
5514,centaur_hoof_stomp,['No Target'],"Slams the ground, stunning and damaging nearby enemy units."
5515,centaur_double_edge,['Unit Target'],"Centaur strikes a mighty blow at melee range, damaging both himself and a small area around the target. Deals extra damage based on your strength. Centaur cannot die from Double Edge."
5516,centaur_return,"['No Target', 'Instant Cast']","Centaur counters all attacks, dealing damage back to the attacker. Each time Centaur gets attacked by a hero or a tower, he gains a charge counter. Can be cast to consume all charges, granting you a percentage base damage increase for 20 seconds."
5517,centaur_stampede,"['No Target', 'Instant Cast']","Centaur leads all allies into a vicious charge causing them to move through units at max speed and stop any enemy units they trample. Trampled enemies take damage based on Centaur Warrunner's strength. Each enemy can be trampled once.

Upgradable by Aghanim's Scepter."
5518,magnataur_shockwave,"['Unit Target', 'Point Target']","Magnus sends out a wave of force, damaging enemy units in a line and pulling them towards him.

Upgradable by Aghanim's Scepter."
5519,magnataur_empower,['Unit Target'],Gives an allied unit bonus damage and cleave on attack.
5520,magnataur_skewer,['Point Target'],"Magnus rushes forward, goring enemy units on his massive tusk. Heroes hit on the way will be dragged to the destination, then damaged and affected by slowed movement and attack speed."
5521,magnataur_reverse_polarity,['No Target'],"Magnus changes properties of matter, sucking all nearby enemies in front of him and stunning them with a powerful slam and dealing damage."
5524,shredder_whirling_death,"['No Target', 'Instant Cast']","Timbersaw whirls extremely sharp edges, damaging enemies and destroying trees around him in an area.  If an enemy hero is affected, it loses some of its primary attribute for a short duration.  Whirling Death will deal bonus damage per tree destroyed."
5525,shredder_timber_chain,['Point Target'],"Timbersaw fires a chain that embeds itself in the first tree it hits, pulling him towards it.  Any enemy in the path takes damage."
5526,shredder_reactive_armor,['Passive'],"Each time Timbersaw is attacked, he gains increased health regen and armor."
5527,shredder_chakram,"['Point Target', 'AOE']","Fires your main saw blade at the target location where it will spin in place, dealing damage in an area around it.  Enemies caught in the saw blade will move more slowly for every 5% of health missing. The blade deals damage and cuts down trees in its path when fired and retracted.  While active the ability costs mana, and you lose the ability to attack.

Upgradable by Aghanim's Scepter."
5645,shredder_chakram_2,"['Point Target', 'AOE', None, 'Hidden', None]","Fires a secondary saw blade at the target location where it will spin in place, dealing damage in an area around it.  Additionally, for each 5% of health missing, enemies caught in the saw blade move more slowly. The blade deals damage and cuts down trees in its path when fired and retracted.  While active the ability costs mana, and you lose the ability to attack."
5528,shredder_return_chakram,"['No Target', 'Instant Cast', None, None, 'Hidden']",Returns the Chakram to Timbersaw.
5646,shredder_return_chakram_2,"['No Target', 'Instant Cast', None, None, 'Hidden']",Returns the Chakram to Timbersaw.
5548,bristleback_viscous_nasal_goo,['Unit Target'],"Covers a target in snot, causing it to have reduced armor and movement speed.  Multiple casts stack and refresh the duration.

Upgradable by Aghanim's Scepter."
5549,bristleback_quill_spray,"['No Target', 'Instant Cast']",Sprays enemy units with quills dealing damage in an area of effect around Bristleback.  Deals bonus damage for every time a unit was hit by Quill Spray in the last 14 seconds.
5550,bristleback_bristleback,['Passive'],"Bristleback takes less damage if hit on the sides or rear.  If Bristleback takes 210 damage from the rear, he releases a Quill Spray of the current level."
5551,bristleback_warpath,['Passive'],"Bristleback works himself up into a fury every time he casts a spell, increasing his movement speed and damage."
5565,tusk_ice_shards,"[None, 'Point Target']","Tusk compresses shards of ice into a ball of frozen energy that damages all enemies it comes in contact with. When the ball reaches its target destination the shards are released, creating a barrier that lasts for 4,5,6,7 seconds."
5668,tusk_ice_shards_stop,"['Hidden', 'No Target']",Stop.
5566,tusk_snowball,['Unit Target'],"Tusk begins rolling into a snowball. Allies within a 350 radius can also be added to the snowball by right-clicking on them, even while the snowball is moving. Once launched, any enemies caught in the snowball's path will be stunned and take damage. Each allied Hero in the snowball will add to its damage."
5641,tusk_launch_snowball,"['Hidden', 'No Target', None, 'Instant Cast']",Launch the snowball toward the target.
5567,tusk_frozen_sigil,['No Target'],Tusk summons a Frozen Sigil by calling upon the deepest cold of winter. The Sigil creates a snowstorm which slows all enemy units within 600 range.
7322,tusk_tag_team,"['No Target', 'Instant Cast']","Temporarily applies a negative debuff aura around you, causing enemies that are attacked under it to take bonus physical damage and reduced movement speed. Lasts 5 seconds."
5568,tusk_walrus_punch,"['Unit Target', 'Autocast', 'Attack Modifier']","Tusk connects with his mighty Walrus Punch, a critical strike so powerful it launches its victim into the air. The victim is slowed upon landing."
5672,tusk_walrus_kick,"['Unit Target', 'Hidden', None]","Kicks the target unit back, damaging them and slowing their movement speed."
5581,skywrath_mage_arcane_bolt,['Unit Target'],"Skywrath Mage launches a slow-moving bolt of arcane magic, dealing damage to an enemy unit based on Skywrath Mage's intelligence."
5582,skywrath_mage_concussive_shot,['No Target'],"Skywrath Mage sets off a long range shot that hits the closest hero within a long range.  Upon impact, it deals damage and slows in an area of effect."
5583,skywrath_mage_ancient_seal,['Unit Target'],"Skywrath Mage seals the targeted unit with an ancient rune, silencing it and causing it to take additional damage from spells."
5584,skywrath_mage_mystic_flare,"['Point Target', 'AOE']","Skywrath Mage uses his ultimate magical ability to conjure a precise and violent mystical field that lays waste to his adversaries. Deals massive damage distributed evenly among any Heroes in the area over 2.4 seconds.

Upgradable by Aghanim's Scepter."
5585,abaddon_death_coil,['Unit Target'],Abaddon releases a coil of deathly mist that can damage an enemy unit or heal a friendly unit at the cost of some of Abaddon's health.
5586,abaddon_aphotic_shield,['Unit Target'],"Summons dark energies around an ally unit, creating a shield that absorbs a set amount of damage before expiring. When the shield is destroyed it will burst and deal damage equal to the amount it could absorb to an area around it. Removes certain types of negative buffs and stuns on cast.

DISPEL TYPE: Strong Dispel"
5587,abaddon_frostmourne,['Passive'],"Abaddon strikes an enemy, slowing the target's movement speed. If the target gets hit 4 times, they become affected by a chilling curse causing them to be silenced and slowed, and all attacks against them gain an attack speed boost."
5588,abaddon_borrowed_time,"['No Target', 'Instant Cast']","When activated, all damage dealt to you will heal instead of harm. Most negative buffs will also be removed. If the ability is not on cooldown, it will automatically activate if your health falls below 400.

Upgradable by Aghanim's Scepter.

DISPEL TYPE: Strong Dispel"
5589,elder_titan_echo_stomp,"['No Target', 'Channeled']","Elder Titan and his Astral Spirit both stomp the ground, damaging and knocking nearby enemy units unconscious around their locations.  The Elder Titan stomp deals physical damage, while the Spirit stomp deals magical damage."
5590,elder_titan_echo_stomp_spirit,"['No Target', 'Channeled']","Elder Titan and his Astral Spirit both stomp the ground, damaging and knocking nearby enemy units unconscious around their locations.  The Elder Titan stomp deals physical damage, while the Spirit stomp deals magical damage.  Unconscious enemies will wake if they take damage."
5591,elder_titan_ancestral_spirit,"['Point Target', 'AOE']","Elder Titan sends forth his Astral Spirit, damaging any units it passes through.  When the spirit rejoins the Titan, it grants bonus damage and movement speed for each unit it passed through.

The Astral Spirit possesses the Echo Stomp, Return Spirit, and Natural Order abilities."
5592,elder_titan_return_spirit,"['Instant Cast', 'No Target', None, 'Hidden', None]",Returns the Astral Spirit to Elder Titan.
5593,elder_titan_natural_order,"['Passive', None]","Reduces all elements to their basic levels, removing base armor and magic damage resistance from nearby enemy units. The armor reduction is centered around the hero, while the magic armor reduction is centered around Astral Spirit."
5750,elder_titan_natural_order_spirit,"['Passive', None]","Reduces all elements to their basic levels, removing base armor and magic damage resistance from nearby enemy units. The armor reduction is centered around the hero, while the magic armor reduction is centered around Astral Spirit."
5594,elder_titan_earth_splitter,['Point Target'],"Sends forth a jagged crack in front of Elder Titan. After 3 seconds, the crack implodes, slowing movement while dealing damage to each enemy based on their maximum life. Half of the damage dealt is Magical damage, while the other half is Physical damage.

Upgradable by Aghanim's Scepter."
5595,legion_commander_overwhelming_odds,"['AOE', 'Point Target']","Turns the enemies' numbers against them, dealing damage and granting you bonus movement speed per unit or per hero.  Deals bonus damage to illusions and summoned units as a percent of their current health."
5596,legion_commander_press_the_attack,['Unit Target'],"Removes debuffs and disables from the target friendly unit, and grants bonus attack speed and health regen for a short time.

DISPEL TYPE: Strong Dispel"
5597,legion_commander_moment_of_courage,['Passive'],"When attacked, Legion Commander has a chance to immediately counterattack with bonus lifesteal."
5598,legion_commander_duel,['Unit Target'],"Legion Commander and the target enemy hero are forced to attack each other for a short duration.  Neither hero can use items or abilities.  If either hero dies during the duration, the hero winning the Duel gains permanent bonus damage.

Upgradable by Aghanim's Scepter."
5603,ember_spirit_searing_chains,['No Target'],"Ember Spirit unleashes fiery bolas that wrap around nearby enemies, anchoring them in place and dealing damage each second."
5604,ember_spirit_sleight_of_fist,"['Point Target', 'AOE']","Ember Spirit dashes around with blazing speed, attacking all enemies in the targeted area of effect, then returning to his start location.  Deals bonus damage to heroes, and less damage to creeps."
5605,ember_spirit_flame_guard,['No Target'],"Ember Spirit surrounds himself with a ring of fire that consumes incoming magic damage, leaving him unharmed.  Flame Guard deals damage per second in an area around Ember Spirit while Flame Guard is active.  If the shield is broken, the damage is also lost."
5606,ember_spirit_fire_remnant,['Point Target'],"Ember Spirit generates Fire Remnant charges every 38 seconds, with a max of 3 charges. Releasing a charge sends a Fire Remnant that runs to the target location at 2.5x Ember Spirit's speed.  Using Activate Fire Remnant, Ember Spirit can dash out to his Remnants, exploding them for area of effect damage.  The targeted Remnant will be arrived at last."
5607,ember_spirit_activate_fire_remnant,"['Point Target', None, None]",Select the Fire Remnant to arrive at.
5608,earth_spirit_boulder_smash,"['Point Target', 'Unit Target']","Earth Spirit smashes the target enemy or ally, sending them in the direction he is facing. If Earth Spirit targets an area, he will smash the nearest Stone Remnant in a 200 radius. The travelling unit or Remnant damages all enemy units it hits.  If an enemy is hit by a Stone Remnant, they are also slowed. Stone Remnants travel further than other units."
5609,earth_spirit_rolling_boulder,['Point Target'],"Earth Spirit gathers himself into a boulder and, after a 0.6s delay, rolls toward the target location, damaging and stunning enemy units. He will stop if he collides with an enemy hero or is stunned. If he rolls over a Stone Remnant, he will travel further and faster, and stun enemies for longer."
5610,earth_spirit_geomagnetic_grip,"['Point Target', 'Unit Target']",Earth Spirit pulls the target Stone Remnant. Enemies struck by the gripped target will be silenced and take damage.
5611,earth_spirit_stone_caller,"['Point Target', None, None]","Call a Stone Remnant to the target location.  Stone Remnants have no vision and are invulnerable, and can be used with Earth Spirit's abilities.  Calling a Stone Remnant consumes a charge, which recharge over time."
5648,earth_spirit_petrify,"['Unit Target', 'Hidden', None]","Earth Spirit temporarily enchants a hero, granting them the properties of a Stone Remnant. After a short duration the remnant shatters, releasing the hero and damaging nearby enemies."
5612,earth_spirit_magnetize,['No Target'],"Magnetizes units in a small nearby area, causing them to take damage for a short duration. Magnetized heroes cause nearby Stone Remnants to explode, destroying the remnant and refreshing Magnetize's duration on all nearby enemies. This process can repeat multiple times. If an enemy hero is affected by silence or slows as a result of Geomagnetic Grip or Boulder Smash, all magnetized heroes share the effects."
5613,abyssal_underlord_firestorm,"['Point Target', 'AOE']","Calls down waves of fire that damage enemy units in the target area, burning for additional damage over time."
5614,abyssal_underlord_pit_of_malice,"['Point Target', 'AOE']",A deadly pit is conjured at the target location; any unit that enters will be rooted. Each enemy unit within the pit are affected every 3.6 seconds.
5615,abyssal_underlord_atrophy_aura,"['Passive', None]","Nearby enemy units are weakened, losing a portion of their base damage. If a unit dies while under this effect, Underlord gains bonus damage.

Upgradable by Aghanim's Scepter."
5616,abyssal_underlord_dark_rift,"['Point Target', 'Unit Target']","Opens a dark rift at the targeted friendly unit's position.  After a short delay, Underlord and all nearby friendly heroes are teleported to that unit's location.  Dark Rift can be cancelled at anytime during the cast.  If it is cancelled in this way or the target unit dies before the spell becomes active, Dark Rift goes into cooldown."
5617,abyssal_underlord_cancel_dark_rift,"['No Target', None, 'Hidden']",Stop the teleport.
5619,terrorblade_reflection,['No Target'],Terrorblade brings forth an invulnerable dark reflection of all nearby enemy heroes. Affected enemy heroes are slowed and attacked by their reflection.
5620,terrorblade_conjure_image,['No Target'],Creates an illusion of Terrorblade that deals damage.
5621,terrorblade_metamorphosis,"['No Target', 'Instant Cast']",Terrorblade transforms into a powerful demon with a ranged attack. Any of Terrorblade's illusions that are within 1200 range will also be transformed by Metamorphosis.
5622,terrorblade_sunder,['Unit Target'],"Severs the life from both Terrorblade and a target hero, exchanging a percentage of both units' current health. Some health points must remain."
5623,phoenix_icarus_dive,['Point Target'],"Phoenix dives forward in an arc with a fixed distance in the targeted direction, dealing damage over time and slowing the movement speed of any units it comes into contact with, and then orbiting back to its original position. If Phoenix casts Supernova, the dive ends."
5624,phoenix_icarus_dive_stop,"['Instant Cast', 'No Target', None, 'Hidden']",Immediately cancels the dive.
5625,phoenix_fire_spirits,"['No Target', 'Instant Cast']",Summons 4 fire spirits that circle around Phoenix. Each spirit can be launched independently at a targeted area of effect. Affected enemy units take damage over time and have their attack speed greatly reduced.
5626,phoenix_sun_ray,['Point Target'],Phoenix expels a beam of light at the cost of its own health. The beam damages enemies and heals allies for a base amount plus a percentage of their health. The percentage increases as the beam continues to fire.
5627,phoenix_sun_ray_stop,"['No Target', None, 'Hidden', 'Instant Cast']",Immediately stops the Sun Ray.
5628,phoenix_sun_ray_toggle_move,"['No Target', None, 'Instant Cast']",Toggles slow forward movement during Sun Ray firing.
5630,phoenix_supernova,['No Target'],"The Phoenix willingly ends its current life for the chance to be reborn. Transforms into a burning sun that scorches enemies in a huge area. The sun can be destroyed by attacks from enemy Heroes. After 6 seconds the sun explodes, stunning all nearby enemies while restoring Phoenix to full health and mana with refreshed abilities.

Upgradable by Aghanim's Scepter.

DISPEL TYPE: Strong Dispel"
5631,phoenix_launch_fire_spirit,"['Point Target', 'AOE', 'Hidden']",Each fire spirit can be launched independently at a targeted area of effect. Affected enemy units take damage over time and have their attack speed greatly reduced. Reveals the area it strikes for 1 second.
5637,oracle_fortunes_end,"['Unit Target', 'AOE', 'Channeled', None]","CHANNELED - Gathers Oracle's power into a bolt of scouring energy that, when released, damages, roots, and purges enemies of buffs in an area around the target. If target is an ally it will only purge. Can be channeled for up to 2.5 seconds. The root duration is equal to the time spent channeling.

DISPEL TYPE: Basic Dispel"
5638,oracle_fates_edict,['Unit Target'],"Oracle enraptures a target, disarming them and granting them 100% magic damage resistance. Can be cast on allies and enemies."
5639,oracle_purifying_flames,['Unit Target'],"Burns away impurities, dealing heavy magic damage to the target before causing them to regenerate health over time. The amount of health regenerated over its duration exceeds the amount of initial damage. Can be cast on enemies and allies.

Upgradable by Aghanim's Scepter."
5640,oracle_false_promise,['Unit Target'],"Temporarily alters an ally's destiny, delaying any healing or damage taken until False Promise ends. Any healing that is delayed by False Promise is doubled. Removes most negative status effects and disables on initial cast.

DISPEL TYPE: Strong Dispel"
5643,broodmother_spin_web_destroy,"[None, 'No Target', 'Instant Cast']",Destroys the selected Spin Web.
5716,monkey_king_boundless_strike,"['Point Target', None]","Monkey King enlarges his staff and slams it against the ground, stunning enemies in a line and damaging them with a critical hit based on his attack. Has True Strike."
5719,monkey_king_mischief,"['No Target', None]","Changes Monkey King's shape to deceive opponents, using the environment nearby as inspiration for the disguise. Taking damage, attacking, or using any item or ability breaks Monkey King's disguise. Grants damage immunity for 0.2 upon transforming."
5722,monkey_king_untransform,"['No Target', None, 'Hidden']",Reverts Monkey King's shape to his original form.
5721,monkey_king_tree_dance,['Unit Target'],"Monkey King jumps to a tree and perches atop it. While perched, he gains the Primal Spring ability-a channeled leap attack. If Monkey King's tree is destroyed, he falls and is stunned for 4 seconds. Taking damage from player controlled units or Roshan while on the ground puts Tree Dance on cooldown."
5724,monkey_king_primal_spring,"['Point Target', 'AOE', 'Channeled', None]","Monkey King springs out from his tree perch, damaging and slowing enemies in the area where he lands. Damage and slow amounts are in proportion to channel duration."
5726,monkey_king_primal_spring_early,"['Hidden', 'No Target', None, 'Instant Cast']",
5725,monkey_king_wukongs_command,"['Point Target', 'AOE', None]",Monkey King creates a circular formation of soldiers that spread out from his position. If Monkey King leaves the area his soldiers disperse. The soldiers have Monkey King's attack and only target heroes. Monkey King is granted bonus armor for the spell's duration.
5723,monkey_king_jingu_mastery,['Passive'],"Monkey King's attacks awaken the Jingu Bang's power. Upon the fourth hit on the same enemy hero, Monkey King earns four charged attacks that have bonus damage and lifesteal."
6344,pangolier_swashbuckle,['Point Target'],"Vector Targeted. Pangolier dashes along the target line, then slashes all enemies in the drawn direction with several quick swipes.

Lucky Shot has a chance to activate from this damage."
6461,pangolier_shield_crash,"['No Target', 'Instant Cast']","Pangolier jumps in the air and slams back to the ground, damaging all enemies in a radius. For each enemy hero hit, he gains a percentage of incoming damage reduction for a short time.

Forward movement is maintained if Shield Crash is used while Rolling Thunder is active, and allows Rolling Thunder to clear walls or cliffs."
6346,pangolier_heartpiercer,['Passive'],"Pangolier reads his enemies perfectly, deftly slipping his blade past defenses. Each attack has a chance to negate enemy armor and slow the target for a duration, activating after a short delay."
7307,pangolier_lucky_shot,['Passive'],Pangolier rolls the dice and lets fate decide the outcome for his enemies. Grants a chance to slow and apply either a Silence or a Disarm.
6343,pangolier_gyroshell,['No Target'],"Pangolier curls into a magic-immune ball and rolls out. When rolling, he moves at an increased speed and can move through trees, but has a decreased ability to turn. Striking enemies knocks them back, inflicting damage and stunning them when they land. 

Colliding with walls or cliffs will cause a temporary pause while Pangolier reverses in direction.

DISPEL TYPE: Basic Dispel"
6459,pangolier_gyroshell_stop,"['No Target', None, 'Hidden', 'Instant Cast']",Halt!
6339,dark_willow_bramble_maze,"['Point Target', 'AOE']",Dark Willow creates a maze of brambles that grow in the target area after 0.5 seconds.  Enemies that walk into a bramble are rooted and take damage over time.
6340,dark_willow_bedlam,"['No Target', 'Instant Cast']","Dark Willow's pet wisp roams around her for the duration, rapidly attacking nearby enemies.  Bedlam cannot be used while Terrorize is active."
8340,dark_willow_terrorize,"['Point Target', 'AOE', None]","Dark Willow releases her pet wisp to terrorize her enemies. After a short delay, all enemies in the target area become fearful and run toward their home fountain. Terrorize cannot be used while Bedlam is active."
6341,dark_willow_shadow_realm,"['No Target', 'Instant Cast', None]","Dark Willow recedes into the shadows, becoming untargetable.  Her next attack has increased attack range and deals bonus magic damage, and will end Shadow Realm. Damage scales based on how long she remains under the effects of Shadow Realm, the maximum being reached after 3 seconds."
6342,dark_willow_cursed_crown,['Unit Target'],"Dark Willow casts an ancient fae curse on the target. After a delay, the target and nearby enemies are stunned."
8000,grimstroke_dark_artistry,['Point Target'],"Grimstroke paints a path of ink with his brush, damaging and slowing enemies. The damage is increased with each enemy the ink hits."
8006,grimstroke_ink_creature,['Unit Target'],"Summons a phantom that moves quickly towards the target, latching to it when she arrives. Once latched, the phantom damages and silences. If she survives the full latch duration she rends her victim for heavy damage and refreshes Phantom's Embrace's cooldown.

Hero attacks against the phantom count as 3 attacks each."
8007,grimstroke_spirit_walk,['Unit Target'],"Grimstroke shrouds an allied unit in ink, increasing its movement speed. Enemies in range of the allied unit are damaged with inky tendrils over time. After 3 seconds it triggers, applying damage and stun in an area around the unit in proportion to how long ink tendril was near any hero."
6491,grimstroke_soul_chain,"['Unit Target', 'AOE']","Binds a targeted enemy hero to its nearest allied hero within the bind radius, preventing both from moving away from each other. Any unit-targeted ability that either bound hero receives also gets cast on the other hero. If the bind is broken before the duration expires, the initial target will be bound to its nearest allied hero in the radius."
6583,mars_spear,"['Point Target', None]","Mars throws his legendary Spear with deadly precision, damaging each enemy unit it strikes. The first enemy hero it hits is skewered on the spear, pushing it back. If a skewered hero hits a tree, building, or cliff, they will be impaled to it and stunned."
6495,mars_gods_rebuke,"['Point Target', None]","Mars smashes enemies in front of him with his shield, knocking them back and damaging them with a critical hit based on his attack. Bonus damage is added when hitting heroes. Has True Strike."
6582,mars_bulwark,['Passive'],Mars wields his massive shield to block a portion of each physical attack when hit from the front or sides.
6598,mars_arena_of_blood,"[None, 'AOE']","After a short formation time, Mars summons an arena lined with the undead warriors of the Ash Legion, who block enemy attacks and movement. Enemy heroes near the inside edge of the arena will be attacked by spears, dealing damage and knocking them back."
6759,special_bonus_unique_mars_spear_bonus_damage,[nan],
6756,special_bonus_unique_mars_gods_rebuke_extra_crit,[nan],
6584,special_bonus_unique_mars_spear_stun_duration,[nan],
6766,special_bonus_unique_mars_arena_of_blood_hp_regen,[nan],
5350,backdoor_protection,['Passive'],"Structure takes reduced damage, and quickly regenerates any damage taken while no enemy creeps are nearby."
5351,backdoor_protection_in_base,['Passive'],"Structure takes reduced damage, and quickly regenerates any damage taken while no enemy creeps are nearby."
6226,filler_ability,['Passive'],Generates an aura that provides increased health and mana regeneration to nearby allies when activated.
5200,necronomicon_warrior_last_will,['Passive'],Deals damage to the unit that kills the Necronomicon Warrior.
5201,necronomicon_warrior_sight,['Passive'],Reveals invisible units.
5202,necronomicon_warrior_mana_burn,['Passive'],"Mana burned per hit, a portion of which is dealt as damage."
5203,necronomicon_archer_mana_burn,['Unit Target'],"Launches an arrow that burns away the targeted unit's mana, dealing damage equal to the amount of mana burned."
8203,necronomicon_archer_purge,['Unit Target'],"Removes positive buffs from enemies and slow their movement speed.

DISPEL TYPE: Basic Dispel"
5204,necronomicon_archer_aoe,['Passive'],Increases movement and attack speed of nearby units.
84,courier_autodeliver,['No Target'],Toggle auto delivering of items.
5205,courier_return_to_base,['No Target'],Returns the courier to base
5492,courier_go_to_secretshop,['No Target'],Sends the courier to your team's secret shop
5206,courier_transfer_items,['No Target'],Transfer items to hero
6328,courier_transfer_items_to_other_player,"['Unit Target', 'Hidden', None]",
